"date","close","volume","open","high","low"
"2019/04/01","25.8500","306385.0000","25.4400","25.8900","25.3000"
"2019/03/29","25.1700","385025.0000","25.6600","25.7000","25.0900"
"2019/03/28","25.4000","353657.0000","25.5500","25.8300","25.1100"
"2019/03/27","25.5500","500408.0000","25.7300","25.9400","25.2300"
"2019/03/26","25.7300","549729.0000","25.2000","25.7500","25.1000"
"2019/03/25","24.9400","284382.0000","25.0100","25.2700","24.7250"
"2019/03/22","25.0000","396425.0000","25.8300","25.9900","24.7400"
"2019/03/21","26.0200","319479.0000","25.6600","26.1700","25.5600"
"2019/03/20","25.7900","253723.0000","26.3500","26.4200","25.7800"
"2019/03/19","26.3100","432271.0000","26.8100","27.1000","26.2400"
"2019/03/18","26.6000","319160.0000","26.4700","26.7300","26.3400"
"2019/03/15","26.3300","636178.0000","26.2600","26.4700","26.1820"
"2019/03/14","26.2800","376930.0000","26.1800","26.4100","25.9800"
"2019/03/13","26.2200","531791.0000","25.8700","26.2900","25.6700"
"2019/03/12","25.7200","486904.0000","25.7100","26.0400","25.3700"
"2019/03/11","25.6200","428570.0000","25.4300","25.7400","25.3600"
"2019/03/08","25.2500","391803.0000","25.1000","25.3900","25.0000"
"2019/03/07","25.1200","338538.0000","25.8500","25.8500","25.1000"
"2019/03/06","25.8500","254703.0000","26.3500","26.5000","25.8200"
"2019/03/05","26.3200","344629.0000","26.4000","26.5000","26.1000"
"2019/03/04","26.4000","342655.0000","26.3700","26.5900","26.2300"
"2019/03/01","26.3200","445779.0000","26.5700","26.7000","26.0000"
"2019/02/28","26.3000","498484.0000","26.2400","26.7700","26.1450"
"2019/02/27","26.0500","310675.0000","25.9000","26.2000","25.6900"
"2019/02/26","25.8400","527894.0000","26.1200","26.3400","25.8400"
"2019/02/25","26.1500","1103682.0000","26.2200","26.3800","26.1300"
"2019/02/22","26.0700","331295.0000","25.6000","26.1400","25.5572"
"2019/02/21","25.4700","419606.0000","25.6500","25.8100","25.4300"
"2019/02/20","25.7100","405139.0000","24.9800","25.7300","24.9500"
"2019/02/19","24.9900","403024.0000","24.6400","25.0500","24.5300"
"2019/02/15","24.8000","307182.0000","24.5000","24.8100","24.5000"
"2019/02/14","24.3300","551557.0000","24.2700","24.4800","23.9400"
"2019/02/13","24.3600","688457.0000","23.7600","24.6400","23.3200"
"2019/02/12","25.2000","755905.0000","25.5300","25.7400","25.0800"
"2019/02/11","25.2800","423568.0000","24.8100","25.3000","24.5950"
"2019/02/08","24.6900","562227.0000","24.4500","24.8400","23.9750"
"2019/02/07","24.5600","701140.0000","24.2700","24.7400","24.1800"
"2019/02/06","24.2500","1588583.0000","24.0700","24.7200","23.6700"
"2019/02/05","23.8200","1046204.0000","23.7000","24.4100","22.9900"
"2019/02/04","23.7000","271537.0000","23.6200","23.9650","23.4800"
"2019/02/01","23.5700","333943.0000","23.3500","23.7000","23.2800"
"2019/01/31","23.3200","442369.0000","22.7700","23.4300","22.7700"
"2019/01/30","22.9200","545404.0000","22.8800","22.9800","22.1900"
"2019/01/29","22.8300","252222.0000","23.0000","23.1200","22.8100"
"2019/01/28","22.9600","304184.0000","22.7800","23.1000","22.7300"
"2019/01/25","22.9300","294181.0000","23.1600","23.1600","22.8750"
"2019/01/24","22.9000","286674.0000","22.7600","23.1600","22.7600"
"2019/01/23","22.7400","383418.0000","22.7700","22.8700","22.4500"
"2019/01/22","22.7300","380344.0000","22.9900","23.0800","22.5400"
"2019/01/18","23.1600","323129.0000","22.9700","23.4200","22.7300"
"2019/01/17","22.8100","308573.0000","22.4900","22.9900","22.3521"
"2019/01/16","22.7700","366511.0000","22.7300","23.0700","22.5800"
"2019/01/15","22.5900","309307.0000","22.1400","22.6300","22.0000"
"2019/01/14","22.1900","526204.0000","21.8800","22.5300","21.2100"
"2019/01/11","22.1800","417208.0000","22.2500","22.3100","21.4250"
"2019/01/10","22.4700","395268.0000","22.1200","22.7600","22.0900"
"2019/01/09","22.2300","479521.0000","22.1600","22.4700","22.1300"
"2019/01/08","22.2500","293125.0000","22.5100","22.7000","22.1600"
"2019/01/07","22.1600","747288.0000","21.8900","22.5800","21.7000"
"2019/01/04","21.9000","473321.0000","22.1000","22.3600","21.7800"
"2019/01/03","21.7300","616330.0000","21.9800","22.3150","21.6800"
"2019/01/02","22.1900","455876.0000","21.8100","22.6200","21.5700"
"2018/12/31","22.1100","477939.0000","21.8800","22.2000","21.5800"
"2018/12/28","21.7600","699178.0000","22.0600","22.2261","21.4941"
"2018/12/27","21.9600","854607.0000","21.2800","21.9700","21.0200"
"2018/12/26","21.6800","610109.0000","20.3700","21.7000","20.1600"
"2018/12/24","20.2200","461647.0000","20.8000","20.9200","20.2100"
"2018/12/21","20.9900","1511703.0000","21.4100","22.1000","20.9900"
"2018/12/20","21.3600","787936.0000","21.7700","22.3600","21.3100"
"2018/12/19","21.8700","377491.0000","22.7400","23.0000","21.7800"
"2018/12/18","23.0100","475164.0000","23.2000","23.5400","22.9800"
"2018/12/17","22.9800","415858.0000","23.2200","23.7500","22.7900"
"2018/12/14","23.3100","626982.0000","23.7300","23.8800","23.0500"
"2018/12/13","23.8700","472143.0000","24.2400","24.4500","23.6400"
"2018/12/12","24.2600","597860.0000","24.1700","24.7500","23.8619"
"2018/12/11","23.7700","508623.0000","24.4900","24.5900","23.6100"
"2018/12/10","24.1200","563953.0000","24.4500","24.5700","23.6700"
"2018/12/07","24.4600","333605.0000","24.6900","25.2200","24.2550"
"2018/12/06","24.7700","424791.0000","24.8500","25.1800","24.1100"
"2018/12/04","25.4200","875719.0000","26.5500","26.8400","25.0350"
"2018/12/03","26.8300","416512.0000","27.4900","27.5800","26.4500"
"2018/11/30","27.2300","303788.0000","26.6900","27.2600","26.5800"
"2018/11/29","26.7800","221561.0000","27.2500","27.3900","26.6700"
"2018/11/28","27.4800","345603.0000","26.6300","27.5100","26.3000"
"2018/11/27","26.6000","321427.0000","26.3100","26.6828","26.2300"
"2018/11/26","26.4100","223907.0000","26.2500","26.5800","26.2400"
"2018/11/23","25.9400","134023.0000","25.7100","26.0900","25.6140"
"2018/11/21","25.8800","249535.0000","25.7800","26.4300","25.5000"
"2018/11/20","25.6100","332007.0000","25.6700","25.9300","25.3800"
"2018/11/19","25.9400","225486.0000","26.0900","26.4300","25.6800"
"2018/11/16","26.0600","267291.0000","26.0400","26.4300","25.7600"
"2018/11/15","26.2100","243237.0000","25.6800","26.2899","25.4700"
"2018/11/14","26.5300","435503.0000","26.7400","26.9460","25.8600"
"2018/11/13","26.5500","284287.0000","26.8100","27.0800","26.4900"
"2018/11/12","26.6900","197506.0000","27.1400","27.3200","26.6600"
"2018/11/09","27.1900","203937.0000","27.2500","27.3688","26.6100"
"2018/11/08","27.3600","324289.0000","27.5900","27.9100","27.1700"
"2018/11/07","27.7100","222132.0000","27.3100","27.7100","26.9100"
"2018/11/06","27.1700","355221.0000","26.9400","27.2450","26.6800"
"2018/11/05","26.9600","284892.0000","26.7500","27.3400","26.5900"
"2018/11/02","26.7000","471301.0000","27.3600","27.6200","26.6700"
"2018/11/01","27.1000","648506.0000","27.1200","27.6500","26.2900"
"2018/10/31","27.4100","918521.0000","28.9500","29.2600","27.2600"
"2018/10/30","28.5300","318541.0000","28.0500","28.6200","27.7600"
"2018/10/29","27.8700","200906.0000","28.2600","28.5500","27.5500"
"2018/10/26","27.7800","265447.0000","27.4100","28.1100","27.1200"
"2018/10/25","27.8700","423282.0000","27.3100","28.1100","27.1400"
"2018/10/24","27.1300","317965.0000","28.2500","28.3000","27.0800"
"2018/10/23","28.1900","301351.0000","27.8500","28.4800","27.6200"
"2018/10/22","28.4700","310282.0000","28.3800","28.8700","28.2500"
"2018/10/19","28.3100","522169.0000","28.4600","28.7800","28.1200"
"2018/10/18","28.4700","327896.0000","29.6400","29.6400","28.3400"
"2018/10/17","29.9100","312435.0000","29.5800","29.9300","29.0500"
"2018/10/16","29.5300","352981.0000","29.3100","29.5900","28.8900"
"2018/10/15","29.2200","331576.0000","28.8100","29.4200","28.5600"
"2018/10/12","28.8600","387592.0000","30.1000","30.2600","28.3700"
"2018/10/11","29.6100","464968.0000","30.9000","30.9560","29.4100"
"2018/10/10","31.0300","820991.0000","31.8500","32.4000","30.9700"
"2018/10/09","31.4600","498361.0000","31.7500","32.1500","31.3900"
"2018/10/08","32.0200","397961.0000","32.0300","32.3800","31.9700"
"2018/10/05","32.0300","296618.0000","32.0900","32.4500","31.9800"
"2018/10/04","32.0500","635809.0000","32.0800","32.4900","31.8200"
"2018/10/03","32.0700","448365.0000","32.0800","32.3000","31.8350"
"2018/10/02","31.8200","276949.0000","31.8500","32.0700","31.5225"
"2018/10/01","31.9100","390032.0000","32.3000","32.3800","31.6900"
"2018/09/28","32.4000","249630.0000","32.6500","32.9500","32.1500"
"2018/09/27","32.8500","302484.0000","32.9000","33.1000","32.6000"
"2018/09/26","32.8500","227727.0000","33.2000","33.4500","32.8000"
"2018/09/25","33.1000","238679.0000","33.4500","33.4500","32.9500"
"2018/09/24","33.2500","186683.0000","33.3500","33.4500","33.0500"
"2018/09/21","33.3500","406497.0000","33.2500","33.4500","33.2000"
"2018/09/20","33.2000","240164.0000","33.5000","33.7000","32.7500"
"2018/09/19","33.3000","222812.0000","32.4000","33.5000","32.3750"
"2018/09/18","32.3500","269448.0000","32.1500","32.4000","32.0500"
"2018/09/17","32.1500","222521.0000","32.6000","32.8000","32.0500"
"2018/09/14","32.5500","204723.0000","32.0000","32.9500","31.9000"
"2018/09/13","31.9000","364953.0000","32.1000","32.3500","31.4000"
"2018/09/12","32.1000","319473.0000","32.6000","32.7000","31.9750"
"2018/09/11","32.7000","165070.0000","33.0000","33.2000","32.6500"
"2018/09/10","33.2000","142321.0000","33.2500","33.6500","33.1000"
"2018/09/07","33.0000","184467.0000","33.1000","33.2000","32.8500"
"2018/09/06","33.2000","246646.0000","33.1500","33.2500","32.7250"
"2018/09/05","33.0500","246692.0000","32.5500","33.2500","32.5000"
"2018/09/04","32.6000","371916.0000","33.1500","33.2000","32.1500"
"2018/08/31","33.1500","193878.0000","32.8000","33.2000","32.6500"
"2018/08/30","33.0000","204625.0000","33.5500","33.9000","32.9500"
"2018/08/29","33.7000","223381.0000","33.5500","33.8500","33.0500"
"2018/08/28","33.5500","216223.0000","33.5500","33.7000","33.3456"
"2018/08/27","33.4000","200849.0000","33.1000","33.8000","33.1000"
"2018/08/24","32.9500","262756.0000","32.7500","33.1000","32.5000"
"2018/08/23","32.6500","208625.0000","33.4000","33.6000","32.5500"
"2018/08/22","33.3500","225210.0000","33.2000","33.3500","32.7000"
"2018/08/21","33.2500","236448.0000","32.7500","33.4000","32.7500"
"2018/08/20","32.7500","191894.0000","32.4500","33.0500","32.2500"
"2018/08/17","32.4000","252404.0000","32.0500","33.5000","32.0000"
"2018/08/16","32.2000","340373.0000","32.0000","32.4500","31.7000"
"2018/08/15","32.6000","369941.0000","32.9500","33.2000","32.3500"
"2018/08/14","33.1500","416537.0000","33.4500","33.8500","32.8500"
"2018/08/13","33.2000","309111.0000","33.9500","34.1500","33.2000"
"2018/08/10","33.9000","296595.0000","34.3500","34.4000","33.2000"
"2018/08/09","34.5000","213033.0000","34.6000","34.7500","34.2500"
"2018/08/08","34.5500","240623.0000","34.3000","34.7500","33.9990"
"2018/08/07","34.3500","232682.0000","34.0500","34.7000","33.7500"
"2018/08/06","33.8000","187530.0000","33.7000","34.0000","33.4500"
"2018/08/03","33.7000","359726.0000","32.7000","33.7000","32.7000"
"2018/08/02","32.4500","365556.0000","32.3500","32.8500","32.0000"
"2018/08/01","32.6500","477217.0000","34.3500","35.5000","32.4500"
"2018/07/31","34.4500","503469.0000","34.1000","34.8000","33.9500"
"2018/07/30","33.9000","342865.0000","33.0000","34.0000","32.9000"
"2018/07/27","32.9000","297758.0000","32.8500","32.9500","32.1500"
"2018/07/26","32.7500","325763.0000","32.6000","33.3500","32.4500"
"2018/07/25","32.5500","155804.0000","32.4000","32.5500","31.9000"
"2018/07/24","32.4000","297649.0000","32.3500","32.7500","32.1500"
"2018/07/23","32.1500","260750.0000","31.5000","32.2500","31.4500"
"2018/07/20","31.4500","177664.0000","31.6500","31.6500","31.4000"
"2018/07/19","31.6500","281928.0000","31.3000","31.8250","31.1500"
"2018/07/18","31.5000","253206.0000","31.0500","31.6000","30.9000"
"2018/07/17","31.1000","156285.0000","31.1000","31.3000","30.9000"
"2018/07/16","31.1000","211572.0000","30.7500","31.1500","30.6250"
"2018/07/13","30.7000","269821.0000","30.7500","31.0750","30.6500"
"2018/07/12","31.1500","215059.0000","31.1500","31.2000","30.6500"
"2018/07/11","30.9000","216321.0000","31.1500","31.4500","30.8500"
"2018/07/10","31.4500","157130.0000","31.2000","31.4500","31.0000"
"2018/07/09","31.0000","169030.0000","30.6000","31.1556","30.6000"
"2018/07/06","30.5500","137139.0000","30.6000","30.9500","30.4500"
"2018/07/05","30.6000","205427.0000","30.3500","30.7000","30.0500"
"2018/07/03","30.1000","73401.0000","30.5000","30.6000","30.0500"
"2018/07/02","30.4000","193503.0000","29.8000","30.4000","29.8000"
"2018/06/29","30.1500","379537.0000","30.0000","30.4500","29.9500"
"2018/06/28","29.8000","308203.0000","29.6500","30.0500","29.6000"
"2018/06/27","29.7000","434313.0000","30.3000","30.3000","29.5500"
"2018/06/26","30.3500","374395.0000","31.7000","32.1000","30.3000"
"2018/06/25","31.9500","362648.0000","31.8000","32.2500","31.4500"
"2018/06/22","31.9000","669870.0000","31.9000","32.1500","31.6500"
"2018/06/21","31.5500","197430.0000","31.9500","32.0500","31.4500"
"2018/06/20","32.0000","347089.0000","32.4000","32.4000","31.9000"
"2018/06/19","32.0500","334587.0000","31.7000","32.1000","31.4250"
"2018/06/18","32.0000","235138.0000","32.0500","32.1000","31.7500"
"2018/06/15","32.2500","452681.0000","32.1000","32.3000","31.9000"
"2018/06/14","32.3000","308347.0000","32.6500","32.7000","32.2000"
"2018/06/13","32.6000","522065.0000","32.8000","33.0500","32.3000"
"2018/06/12","32.8000","228325.0000","33.1500","33.3000","32.6000"
"2018/06/11","33.2500","274650.0000","33.2500","33.4000","33.0000"
"2018/06/08","33.1000","263237.0000","33.0000","33.3500","32.9000"
"2018/06/07","33.1500","258514.0000","33.1000","33.2500","32.7500"
"2018/06/06","32.9500","277231.0000","32.7500","33.0000","32.6000"
"2018/06/05","32.7000","189457.0000","32.6500","32.8000","32.3500"
"2018/06/04","32.7000","191679.0000","32.9000","32.9500","32.6000"
"2018/06/01","32.8500","239441.0000","32.7000","33.2000","32.4000"
"2018/05/31","32.3000","329175.0000","32.4000","32.6000","32.0500"
"2018/05/30","32.4500","246061.0000","32.3000","32.7500","32.1500"
"2018/05/29","32.0000","416574.0000","32.7000","32.8846","31.7500"
"2018/05/25","33.1000","181554.0000","32.9500","33.3000","32.8500"
"2018/05/24","33.1500","152071.0000","33.2000","33.2000","32.6500"
"2018/05/23","33.3000","326387.0000","32.7500","33.4000","32.7485"
"2018/05/22","32.9500","240970.0000","33.0500","33.1500","32.8500"
"2018/05/21","32.9500","151119.0000","32.9000","33.0500","32.8500"
"2018/05/18","32.7000","208292.0000","32.8000","32.8000","32.4500"
"2018/05/17","32.7000","307466.0000","32.5000","33.0000","32.5000"
"2018/05/16","32.5000","322669.0000","32.1500","32.9500","32.1500"
"2018/05/15","32.7500","327509.0000","32.9500","33.0000","32.5500"
"2018/05/14","33.0500","285237.0000","33.2000","33.3500","32.7500"
"2018/05/11","33.0500","303564.0000","33.3000","33.4500","32.8000"
"2018/05/10","33.3000","353753.0000","33.3000","33.9000","33.1500"
"2018/05/09","33.2500","341193.0000","33.2000","33.3000","32.5000"
"2018/05/08","32.9500","281580.0000","32.9000","33.1500","32.7750"
"2018/05/07","32.9500","301028.0000","32.6500","33.0500","32.5500"
"2018/05/04","32.4000","380280.0000","31.6000","32.7000","31.4500"
"2018/05/03","31.8500","443484.0000","31.8000","32.0500","31.2500"
"2018/05/02","32.1000","475972.0000","32.2500","32.6000","31.7500"
"2018/05/01","32.0500","506539.0000","32.0000","32.2500","31.4500"
"2018/04/30","32.1500","391110.0000","32.6000","32.6500","32.0000"
"2018/04/27","32.5000","237397.0000","32.5000","32.8250","32.3500"
"2018/04/26","32.5500","297837.0000","32.5500","32.7106","32.2500"
"2018/04/25","32.3500","352083.0000","32.4500","32.6500","31.9500"
"2018/04/24","32.4500","273355.0000","32.9000","33.1500","32.2500"
"2018/04/23","32.6500","274001.0000","32.6000","32.9500","32.3500"
"2018/04/20","32.5500","325477.0000","32.8500","32.9500","32.3500"
"2018/04/19","32.9500","247884.0000","33.4000","33.5500","32.8500"
"2018/04/18","33.4000","345174.0000","33.6000","33.8500","33.4000"
"2018/04/17","33.5500","361676.0000","33.2000","33.9500","33.0500"
"2018/04/16","32.8500","337521.0000","32.9500","33.1500","32.6500"
"2018/04/13","32.6500","579177.0000","33.4000","33.4000","32.3000"
"2018/04/12","33.1500","330004.0000","32.7000","33.4000","32.4982"
"2018/04/11","32.4500","254196.0000","32.3000","32.5000","32.0000"
"2018/04/10","32.9000","241374.0000","32.7000","33.2500","32.4500"
"2018/04/09","32.0500","293262.0000","32.3000","32.8000","31.8750"
"2018/04/06","32.1500","423748.0000","32.5000","32.9000","32.0000"
"2018/04/05","32.8500","257216.0000","33.3000","33.4000","32.6000"
"2018/04/04","33.1500","303196.0000","31.9000","33.2500","31.4510"
"2018/04/03","32.4000","253494.0000","32.2500","32.6000","31.9500"
"2018/04/02","32.0000","505268.0000","32.9000","32.9000","31.3500"
"2018/03/29","33.3000","305957.0000","32.9500","33.6500","32.9500"
"2018/03/28","32.7500","298007.0000","33.1000","33.2000","32.6000"
"2018/03/27","33.0000","220720.0000","34.1500","34.1500","32.8000"
"2018/03/26","33.9500","351875.0000","33.3500","34.1000","33.0250"
"2018/03/23","32.8000","300326.0000","33.3000","33.5000","32.7500"
"2018/03/22","33.1500","338865.0000","33.9000","34.1000","33.1500"
"2018/03/21","34.3500","218670.0000","34.0500","34.8000","33.9187"
"2018/03/20","34.1500","278663.0000","33.7000","34.3000","33.7000"
"2018/03/19","33.6500","276088.0000","33.7000","33.8000","33.2000"
"2018/03/16","33.8000","420927.0000","33.4000","34.0500","33.3500"
"2018/03/15","33.2500","181911.0000","33.4000","33.5500","33.1500"
"2018/03/14","33.4000","262883.0000","33.9500","34.0500","33.3000"
"2018/03/13","33.7500","207313.0000","34.5000","34.7500","33.6750"
"2018/03/12","34.2500","258040.0000","34.4500","34.9250","34.1000"
"2018/03/09","34.4500","411508.0000","33.7500","34.7000","33.7000"
"2018/03/08","33.3500","293302.0000","33.6000","34.0000","33.1500"
"2018/03/07","33.4500","288987.0000","33.2000","33.7500","33.1500"
"2018/03/06","33.6500","264572.0000","33.5000","33.8500","33.0000"
"2018/03/05","33.3500","311563.0000","32.6000","33.5000","32.5010"
"2018/03/02","32.8000","505014.0000","32.4500","33.0000","31.8000"
"2018/03/01","32.7000","663361.0000","33.6500","33.8000","32.4000"
"2018/02/28","33.7500","811035.0000","33.5500","34.3000","33.3000"
"2018/02/27","33.4000","589029.0000","34.9000","35.2000","33.3000"
"2018/02/26","34.7500","370962.0000","34.2500","34.8000","34.1000"
"2018/02/23","34.1000","590495.0000","33.8000","34.7000","33.4500"
"2018/02/22","33.7000","627054.0000","34.6000","34.9000","33.6000"
"2018/02/21","34.4500","783101.0000","33.6000","35.6500","33.6000"
"2018/02/20","33.5000","367337.0000","33.3500","33.7500","33.1000"
"2018/02/16","33.4500","481786.0000","32.9000","34.0000","32.9000"
"2018/02/15","33.1000","531259.0000","34.4000","34.5000","33.0500"
"2018/02/14","34.2000","636946.0000","33.0000","34.3500","32.5500"
"2018/02/13","33.3500","725488.0000","34.1000","34.2500","33.0500"
"2018/02/12","35.8000","533642.0000","35.6000","36.0500","35.0000"
"2018/02/09","35.3000","1067051.0000","34.7000","35.6500","34.1500"
"2018/02/08","34.2000","1870181.0000","36.2500","36.2500","34.0500"
"2018/02/07","36.4000","978826.0000","38.3500","38.3500","36.0000"
"2018/02/06","37.7600","643140.0000","36.0500","38.0000","35.6000"
"2018/02/05","36.9500","543476.0000","37.6000","38.6500","36.3500"
"2018/02/02","38.0500","557757.0000","39.2000","39.3170","37.8000"
"2018/02/01","39.6500","227597.0000","39.0500","39.9000","38.8000"
"2018/01/31","39.1500","476271.0000","39.7500","39.7500","38.5000"
"2018/01/30","39.5000","343900.0000","40.7000","41.0500","39.4000"
"2018/01/29","41.1500","341478.0000","41.3500","41.4500","40.8500"
"2018/01/26","41.3500","264060.0000","40.6500","41.4000","40.3000"
"2018/01/25","40.4000","286072.0000","40.8000","40.8490","40.2500"
"2018/01/24","40.6000","313110.0000","40.5500","41.0000","40.2500"
"2018/01/23","40.4000","344018.0000","40.8000","40.9000","40.1500"
"2018/01/22","40.9000","341429.0000","40.2500","40.9000","40.1000"
"2018/01/19","40.1500","289483.0000","39.6500","40.3000","39.6000"
"2018/01/18","39.7000","320801.0000","40.0000","40.2500","39.5500"
"2018/01/17","40.1500","436136.0000","39.0000","40.2500","38.7000"
"2018/01/16","38.8000","467207.0000","40.1000","40.4500","38.4500"
"2018/01/12","39.8000","480992.0000","39.5500","39.8500","39.1500"
"2018/01/11","39.4000","515769.0000","38.9500","39.4500","38.6500"
"2018/01/10","38.9500","382898.0000","38.9500","39.5000","38.7000"
"2018/01/09","38.9000","314434.0000","39.0000","39.5500","38.9000"
"2018/01/08","38.7000","481762.0000","38.9500","39.1000","38.5750"
"2018/01/05","38.7500","255737.0000","38.3000","38.9000","38.1500"
"2018/01/04","38.1500","577866.0000","38.1000","38.9000","38.1000"
"2018/01/03","37.9500","356106.0000","38.5000","38.8000","37.9000"
"2018/01/02","38.6500","339040.0000","39.6000","39.6500","38.4000"
"2017/12/29","39.5000","193177.0000","39.9000","39.9500","39.4500"
"2017/12/28","39.7500","190344.0000","39.7000","39.8500","39.3500"
"2017/12/27","39.5500","197499.0000","39.8500","40.0000","39.4500"
"2017/12/26","39.8000","176343.0000","39.6500","40.1000","39.5000"
"2017/12/22","39.7000","248368.0000","39.9000","40.0500","39.4000"
"2017/12/21","39.7500","208638.0000","40.0000","40.0500","39.6000"
"2017/12/20","39.9500","400223.0000","40.0000","40.1500","39.7000"
"2017/12/19","39.9000","250344.0000","40.1000","40.1500","39.8000"
"2017/12/18","40.1000","378762.0000","39.8000","40.2000","39.8000"
"2017/12/15","39.3500","682146.0000","39.1500","39.8500","39.1000"
"2017/12/14","39.0000","485360.0000","39.4500","39.4500","38.7000"
"2017/12/13","39.2500","365126.0000","39.5500","39.8500","39.2000"
"2017/12/12","39.6000","435539.0000","39.9000","40.2000","39.4750"
"2017/12/11","39.8000","270665.0000","40.0000","40.1500","39.6000"
"2017/12/08","39.9500","197586.0000","39.8500","40.0000","39.3000"
"2017/12/07","39.7000","429614.0000","39.3500","40.1000","39.0500"
"2017/12/06","39.4000","357108.0000","39.3000","39.7500","39.0000"
"2017/12/05","39.3000","449519.0000","39.9000","40.0000","39.1500"
"2017/12/04","39.6500","390172.0000","40.3000","40.6500","39.5500"
"2017/12/01","39.8000","411968.0000","39.5500","39.9000","38.0500"
"2017/11/30","39.5000","501097.0000","39.6500","39.9000","39.2500"
"2017/11/29","39.3000","315828.0000","39.0000","39.4500","38.7500"
"2017/11/28","38.9000","550432.0000","38.0500","39.0000","37.8500"
